item-id	version1	version2	category	type	levenshtein	char-delta	char-delta-abs	capitalization	whitespace	punctuation	hyphenation	numbers	abbreviation	cond-major	cond-minor	exp-major	exp-minor	insertion	deletion	combination	cat=copyedit	cat=tbc	type-tbc
05710-1	He	he	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05712-1	1000	one thousand	copyedit	numbers-involved	12	-8	8	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05714-1	1500	fifteen hundred	copyedit	numbers-involved	15	-11	11	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05716-1	"flight."""	"Flight."""	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05717-1	Ascent Flight Director.	ascent flight director.	copyedit	capitalization-only	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05720-1	On-board	Onboard	copyedit	hyphenation-only	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
05722-1	2500	twenty-five hundred	copyedit	numbers-involved	19	-15	15	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05723-1	22	twenty-two	copyedit	numbers-involved	10	-8	8	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05724-1	The quick yet thorough design of Iris	When designing Iris, JPL	tbc	condensation-major	28	13	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
05725-1	material.		tbc	deletion-major	9	9	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
05726-1	Even	material, which Would still be edible even	tbc	expansion-major	39	-38	38	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05726-2	hundreds of kph, the protein cubes would still be edible.		tbc	deletion-major	57	57	57	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
05727-1	An	incredible speed.	tbc	expansion-major	16	-15	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05728-1		Because Iris was an	tbc	insertion-major	19	-19	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05729-1		0	tbc	insertion-minor	1	-1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05731-1	While	But while	tbc	expansion-minor	5	-4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
05731-2	G-forces	g-forces	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05734-1	Mounted by strong bolts, Iris	Iris, mounted firmly within the aeroshell atop the booster,	tbc	expansion-major	42	-30	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05735-1		Iris	tbc	insertion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05736-1		At the microscopic level, the protein cubes were solid food particles suspended in thick vegetable oil.	tbc	insertion-major	103	-103	103	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05737-1	thrust	food particles	tbc	expansion-major	13	-8	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05737-2		to less than half their original size, but	tbc	insertion-major	42	-42	42	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05737-3	food while	oil was barely affected at all.	tbc	expansion-major	27	-21	21	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05738-1		This changed	tbc	insertion-major	12	-12	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05738-2	shimmy rattled it.		tbc	deletion-major	18	18	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
05739-1	An effect similar	volume ratio of solid	tbc	expansion-major	18	-4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05739-2	liquefaction during an earthquake	liquid dramatically, which in turn made the aggregate act as a liquid.	tbc	expansion-major	51	-37	37	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05740-1		"Known as ""liquefaction,"" this process"	tbc	insertion-major	37	-37	37	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05740-2		from a steady solid	tbc	insertion-major	19	-19	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05740-3	thick	flowing	tbc	expansion-major	6	-2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05741-1	left-over	leftover	copyedit	hyphenation-only	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
05741-2	substance	sludge	tbc	condensation-major	7	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
05743-1	The	This	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
05743-2	problem	larger problem,	tbc	expansion-major	8	-8	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05744-1	Ascent Flight Director.	ascent flight director.	copyedit	capitalization-only	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05752-1	"""13"	"""Thirteen"	copyedit	numbers-involved	8	-6	6	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05754-1	their	its	tbc	condensation-minor	5	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
05756-1	stage-clamps	stage clamps	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
05757-1	now-empty	now empty	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
05757-2	ignite.	ignite,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05761-1	quarter-second.	quarter second.	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
05763-1	dead-weight	deadweight	copyedit	hyphenation-only	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
05764-1	300 kg	three hundred kilo-i grams	copyedit	numbers-involved	23	-20	20	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05764-2	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05768-1	300 kg	three-hundred-kilogram	copyedit	numbers-involved	20	-16	16	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05772-1	have noticed	have.noticed	copyedit	combination	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
05772-2	in one	in.one	copyedit	combination	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
05773-1		it	tbc	insertion-minor	2	-2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05775-1	one	One	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05778-1	payload bulb,	aeroshell,	tbc	condensation-major	9	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
05778-2	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05779-1	Ascent Flight Director.	ascent flight director.	copyedit	capitalization-only	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05783-1	"7 G's,"""	"seven g's,"""	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05783-2	said.	said,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05784-1	came	called	tbc	expansion-minor	3	-2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
05785-1	What's	what's	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05788-1	17 degree	seventeen-degree	copyedit	numbers-involved	10	-7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05790-1	5 rps,	five rp's,	copyedit	numbers-involved	5	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05791-1	"orbit?"""	"orbit? """	copyedit	whitespace-only	1	-1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05794-1	Communications Director.	communications director.	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05795-1	it,	it.	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05796-1	came	was	tbc	condensation-minor	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
05798-1	G's inside,	g's inside.	copyedit	combination	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
05799-1	200	two hundred	copyedit	numbers-involved	11	-8	8	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05801-1	Mitch zeroed in on that last comment.		tbc	deletion-major	37	37	37	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
05802-1	Mitch	he	tbc	condensation-minor	5	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
05806-1	"bay."""	"aeroshell,"""	tbc	expansion-major	10	-6	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05807-1	dradeling,	dreideling,	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
05816-1	said	said,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05820-1	"""GC,"" same"	"""GC"" was"	tbc	condensation-minor	4	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
05820-2	reply,	reply.	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05825-1	"""LOS""."	"""LOS."""	copyedit	punctuation-only	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05826-1	came		tbc	deletion-minor	4	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
05826-2		said	tbc	insertion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05826-3	Destroyer	destroyer	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05830-1	Flight Director	flight director	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05835-1	folder, which	folder that	tbc	condensation-minor	5	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
05835-2	the	his	tbc	tbc	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
05836-1	Placing it	He placed it	tbc	expansion-major	7	-2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05836-2	briefcase, he then	briefcase and	tbc	condensation-major	8	5	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
05836-3	folder	folder,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05837-1	sat in	stared out	tbc	expansion-major	7	-4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05837-2	darkened office.		tbc	deletion-major	16	16	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
05838-1	He never decided	office windows	tbc	condensation-major	14	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
05838-2	be in		tbc	deletion-minor	5	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
05838-3	dark.		tbc	deletion-minor	5	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
05839-1	He'd just been lost in thought so long it got dark around him.	space center beyond.	tbc	condensation-major	52	42	42	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
05840-1		A space center that housed mankind's most advanced knowledge of rocketry yet had still failed to execute today's launch.	tbc	insertion-major	120	-120	120	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05847-1	A brief	A,	tbc	condensation-major	6	5	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
05848-1	email	e-mail	copyedit	hyphenation-only	1	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
05849-1	Pathfinder:		tbc	deletion-major	11	11	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
05850-1	[16:03]WATNEY:	Pathfinder.	copyedit	numbers-involved	14	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05851-1		[16:03] WATNEY:	tbc	insertion-major	15	-15	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05852-1	Chapter	CHAPTER	copyedit	capitalization-only	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05859-1	die, I	die,.I	copyedit	combination	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
05864-1	gay.	lame.	tbc	expansion-minor	3	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
05868-1	Director	director	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05868-2	expansive	daunting pile of	tbc	expansion-major	13	-7	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05870-1	Now,	Now	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05871-1	did not	did(not	copyedit	combination	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
05872-1	same.	same thing.	tbc	expansion-major	6	-6	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05873-1	Making	making	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05874-1	He	He.	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05880-1	Yet,	Yet	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05882-1	openness	openness,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05883-1		,	tbc	insertion-minor	1	-1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05886-1	"Sir,"""	"sir,"""	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05886-2	Under-Director	Under Director	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
05886-3	Tao.	Tao.,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05888-1	Sir.	sir.	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05896-1	"on-schedule."""		tbc	deletion-major	13	13	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
05897-1	"""Excellent,"""	"on schedule."""	tbc	expansion-major	10	-1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05898-1		"""Excellent."""	tbc	insertion-major	12	-12	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05903-1	said,	said.	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05911-1	Sir.	sir.	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05913-1	419	four hundred and nineteen	copyedit	numbers-involved	25	-22	22	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05915-1	"Sir?"""	"sir?"""	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05917-1	said	said,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05917-2	"a probe to Mars?"""		tbc	deletion-major	17	17	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
05918-1	"""It's hardly notable, Sir,"" Zhu Tao said."		tbc	deletion-major	41	41	41	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
05919-1	"""We've sent several in the past."""		tbc	deletion-major	33	33	33	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
05920-1	"""Yes, I know, but we could really send"		tbc	deletion-major	38	38	38	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
05920-2	"Shen?"""	"Shen to Mars?"""	tbc	expansion-major	8	-8	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05921-1	"Sir,"""	"sir,"""	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05928-1	"""941"	"""Nine hundred and forty-one"	copyedit	numbers-involved	26	-23	23	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05928-2	"Sir."""	"sir."""	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05931-1	"know."""	"know,"""	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05935-1	said,	said.	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05936-1	"Sir."""	"sir."""	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05939-1	"Sir,"""	"sir,"""	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05943-1	Sir.	sir.	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05947-1	800-ton	eight-hundred-ton	copyedit	numbers-involved	13	-10	10	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
05948-1	"Government."""	"government."""	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
05951-1	it's	its	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05960-1	resolve.	be resolved.	tbc	expansion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
05963-1	Director.	administrator.	tbc	expansion-major	9	-5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
05967-1	"Shen"""	"Shen."""	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05973-1	"course,"" he"	"course."" He"	copyedit	combination	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
05987-1	replied	replied,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
05995-1		,	tbc	insertion-minor	1	-1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
05995-2	God.	god.	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
06003-1	sailors	sailors,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06004-1	Anyway.		tbc	deletion-major	7	7	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
06005-1	Try not to think about all those guys wanking	Anyway, the point is you're a nerd.	tbc	condensation-major	34	10	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
06006-1		Remind me	tbc	insertion-major	9	-9	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
06006-2	your poster.		tbc	deletion-major	12	12	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
06007-1	"""Ok,"	give you a wedgie next time I see you.	tbc	expansion-major	38	-34	34	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
06008-1		"""Okay,"	tbc	insertion-major	6	-6	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
06009-1	Shen,	Sheri,	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
06011-1	28	twenty-eight	copyedit	numbers-involved	12	-10	10	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
06014-1	sixty three	sixty-three	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
06015-1	"twenty eight."""	"twenty-eight."""	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
06017-1	"""This"	"""this"	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
06018-1	No	no	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
06024-1	We'll	We'II	tbc	tbc	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
06030-1	300	three hundred	copyedit	numbers-involved	13	-10	10	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
06033-1	"it."""	"it,"""	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06033-2	commented.	said.	tbc	condensation-major	8	5	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
06035-1	He	he	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
06043-1	300 m/s,	three hundred meters per second,	copyedit	numbers-involved	28	-24	24	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
06045-1	941 kg.	nine hundred and forty-one kilograms.	copyedit	numbers-involved	33	-30	30	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
06046-1	300	three hundred	copyedit	numbers-involved	13	-10	10	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
06050-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
06054-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
06054-2		of	tbc	insertion-minor	2	-2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
06061-1	"summary..."""	"summary,..."""	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06062-1	once clean	once-clean	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
06065-1	Then,	Then	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06070-1	"summary..."""	"summary...."""	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06072-1	"Watney."""	"Watney,"""	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06075-1	"Shen?"""	"Shen!"""	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06080-1	"""Oh"	"""Oh,"	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06094-1	child-like	childlike	copyedit	hyphenation-only	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
06102-1	know,	"know,"""	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06105-1	"""Ok,"	"""Okay,"	copyedit	abreviation-only	2	-2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
06105-2	Venkat said.		tbc	deletion-major	12	12	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
06116-1	"""Y""."	"'""I."""	tbc	expansion-minor	4	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
06117-1	back-up	backup	copyedit	hyphenation-only	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
06126-1	pH	pM	tbc	tbc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
06127-1	survival...	survival....	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06128-1	super villain.	super-villain.	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
06129-1	Mars... what	Mars....what	copyedit	combination	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
06137-1	email	e-mail	copyedit	hyphenation-only	1	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
06137-2	"assistant."""	"assistant,"""	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06150-1	The	the	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
06150-2	"Ring."""	"Ring,"""	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06153-1	in.	into the conference room.	tbc	expansion-major	22	-22	22	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
06156-1	He	he	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
06162-1	"shiftin' us?"""	"shittin'us?"""	tbc	condensation-minor	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
06166-1	Asked	asked	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
06168-1	was	is	tbc	condensation-minor	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
06175-1	35	thirty-five	copyedit	numbers-involved	11	-9	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
06180-1	"""If"	"""if"	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
06182-1	a re-supply	4 resupply	copyedit	numbers-involved	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
06186-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
06188-1	211	two hundred and eleven	copyedit	numbers-involved	22	-19	19	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
06192-1	"""Yeah..."" Venkat"	"""Yeah...Venkat"	copyedit	combination	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
06193-1	Ares-4	Ares 4	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
06194-1	"""Schiaparelli Crater!?"""	"""Schiaparelli!?"""	tbc	condensation-major	7	7	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
06196-1	3,200 km	thirty-two hundred kilometers	copyedit	numbers-involved	26	-21	21	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
06197-1	"""3,235 km"	"""Three thousand, two hundred, and thirty-five kilometers"	copyedit	numbers-involved	51	-47	47	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
06200-1	"1,500 km."""	"fifteen hundred kilometers."""	copyedit	numbers-involved	23	-18	18	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
06201-1	"in. ""But"	"in, ""but"	copyedit	combination	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
06202-1	"""It"	"""it"	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
06211-1	weight...	weight...'	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06212-1	problems	problems,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06213-1	"""You"	"""you"	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
06213-2	Hermes.	Henries.	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
06215-1	"Shen"""	"Shen,"""	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
06226-1	"head ""533"	"head. ""Five hundred and thirty-three"	copyedit	numbers-involved	30	-27	27	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
